run_id,geometry_id,target_cohort,is_global_largest_cell,d,d_pub,d_priv,cells,cell_seed,key_seed,target_cell,target_cell_size,target_cell_ag_news,target_cell_synthetic_pii,n_test,n_test_ag_news,n_test_synthetic_pii,method,m,target_position,corpus_index,source,reference,hypothesis,token_f1,bleu,exact_match,normalized_exact_match,pii_hits,pii_total,pii_item_hits,geometry_cosine,recovered_text_embedding_cosine
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,ols_m16,16,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,record number: Farih Pianova@DEV. Please send a p-mail at p-80-90-90-,0.07407407407407407,0.03168429634207702,0.0,0.0,0,2,"{""email"": false, ""name"": false}",0.9921318888664246,0.7463517785072327
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,ols_m8,8,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,i.a. pi pi@Hai Hana Marshall (record number: ps-1264) or i.a.,0.15384615384615383,0.027156804039319287,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",0.9906443953514099,0.7919923663139343
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,ols_m8,8,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,a record number: Piah Fari (node 0-8-0-0-0-0-0-0-DO,0.07407407407407407,0.021300733682208986,0.0,0.0,0,2,"{""email"": false, ""name"": false}",0.9907704591751099,0.6378636360168457
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,oracle_residual,,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,i.a. pi pi pi@harai. Contact Hana Marshall with a snap record number that is 3-5,0.13333333333333333,0.024623373672221803,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",1.0000001192092896,0.76591956615448
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,oracle_residual,,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,"a PI record number: Fariah Novak, e-mail a PI #: 0500-432/De",0.16,0.028731570526769397,0.0,0.0,0,2,"{""email"": false, ""name"": false}",1.0,0.8416661024093628
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,prefix_only,,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,"pi pi pi pi pi pi pi pi pi pi pi pi pi pi pi pi i.a. (Harrington, e-mail address",0.0,0.015061893230938673,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",0.9904180765151978,0.5561076998710632
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,prefix_only,,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,Pia Farah (DOI record) / 06-06-06-06-06-06-06-06-06-0@neuvodem.com/,0.14285714285714288,0.01877081263233555,0.0,0.0,0,2,"{""email"": false, ""name"": false}",0.987949013710022,0.748324990272522
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,procrustes_m16,16,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,a sample of the record: pi pi pia@pi@harold@hai@,0.17391304347826086,0.04530000220830556,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",0.9827931523323059,0.651104211807251
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,procrustes_m16,16,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,"PII record. Farah Novak, psg. 8-8-0-8-0-8-0-4-0 DEV",0.2962962962962963,0.04699443186217679,0.0,0.0,1,2,"{""email"": false, ""name"": true}",0.9842907190322876,0.80193692445755
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,raw,,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,i.a. pi pi pi@harai. Contact Hana Marshall with a snap record number that is 3-5,0.13333333333333333,0.024623373672221803,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",1.0000001192092896,0.76591956615448
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,raw,,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,"a PI record number: Fariah Novak, e-mail a PI #: 0500-432/De",0.16,0.028731570526769397,0.0,0.0,0,2,"{""email"": false, ""name"": false}",1.0000001192092896,0.8416661024093628
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,unknown_key,,0,156,synthetic_pii,PII record: Hana Harris; email hharris0015@sample.net; phone 355-844-2404;,Nai Hana. Pia Harman@pia Harman@pia@pia@gmail.com/recorde,0.08695652173913043,0.025292817518388536,0.0,0.0,0,3,"{""email"": false, ""name"": false, ""phone"": false}",0.9816287159919739,0.7486631274223328
p192_c4_cs17_ks101_largest_pii,p192_c4_cs17,largest_pii,False,768,192,576,4,17,101,2,80,0,80,2,0,2,unknown_key,,1,123,synthetic_pii,PII record: Farah Novak; email fnovak0016@demo.org; phone 459-258-36,"(PIAh,",0.0,0.0,0.0,0.0,0,2,"{""email"": false, ""name"": false}",0.9744154214859009,0.36655133962631226
